,Question_Links,Views,Upvotes,Spaces,Questions,Answers
668,https://www.quora.com/How-do-you-introduce-yourself-to-an-important-person/answer/Kamal-Raj-17,36,1,www.quora.com,How-do-you-introduce-yourself-to-an-important-person,"Learn about the “Important person” first. Talk to his acquaintances, and do research about him in social networks and through other means. This will show what that person thinks as Important.
When you get an opportunity to introduce yourself, then you can use research information and present yourself as a solution. Some call the first introduction as pitching, and others call it self-marketing. One thing for sure, there is nothing wrong in introducing your strengths and capabilities to a important person."
669,https://www.quora.com/How-do-you-motivate-an-older-person-to-get-out-of-bed/answer/Kamal-Raj-17,28,1,www.quora.com,How-do-you-motivate-an-older-person-to-get-out-of-bed,"Following real life story will elucidate that senior citiizens can be motivated, by giving them our love, a purpose, and making them autonomous.
One of my friend’s mom recently retired from her very active job. After her retirement, she lapsed into self-loathing and laziness steadily. My friend became worried about the situation and decided to change it.
He reassured to his mom, that they loved her irrespective of whether she worked or not. He asked his sister to spend more time with her mother. Once she felt reassured of her families love and started to smile, then he started a kind of routine in her life.
Routine was a simple morning ritual, like watering the in-house plants followed with refreshements and reading a page of a motivational book. Followed with mandatory breakfast with family and so on. After a month of such routine, she herself started new projects and got motivated. Now she is fully taking on new challenges for her family.
Have a fun time."
670,https://www.quora.com/What-are-the-decisions-that-a-manager-has-to-make/answer/Kamal-Raj-17,278,1,www.quora.com,What-are-the-decisions-that-a-manager-has-to-make,"Manager or an executive has to make any decision that is related to the PROFIT of the organisation or business he is working for. All his activities are geared towards this one simple objective.
The decision he take might depend on what department he is heading, and which level in the organisation he is in. Operation level managers make decisions to get daily, monthly activities done. While the Strategic level work on yearly and long term decisions.
The MBA grads coming from esteemed universiti..."
671,https://www.quora.com/What-is-the-best-way-to-waste-time-on-the-Internet/answer/Kamal-Raj-17,96,–,www.quora.com,What-is-the-best-way-to-waste-time-on-the-Internet,"By Answering such Questions ;)
Kidding…
Online there is always myriads of wasting time. Watching what other people, especially celebs are doing, is one way. I try avoiding that as much as possible. Most of the time, what you think is what you search for. So aligning your thinking will help you to learn from internet, rather than wasting time."
672,https://www.quora.com/How-do-you-read-philosophy/answer/Kamal-Raj-17,42,–,www.quora.com,How-do-you-read-philosophy,"Logic and seeking truth has to be your goal. Philosophy is an activity which has been done by thinkers for a long time. Questioning the world that you live in, and being curious is other way to learn philosophy. I would suggest to begin by reading the “Children's Book of Philosophy”. It introduces the philosophers and their ideas very precisely. Later you can take courses in Edx and Harvard.
Youtube has political Philosophy course which is so good, that you will get engrossed in it at the first go. Arguments they have is very contraversial, so head to that course with open brain. There are philosophers who are anarcho communists and others who are anarcho capitalists. These extremes have to be learnt as the ideal cases, and not to be thought as reality.
Also philosopher can be Idealists, Realists and Pragmatists. These philosophers put on certain ideas / beliefs as their lens and then see the world. Use your own judgement in assimilating what you read.
Many writers, authors, statesmen and officials have their own philosophy which is a variant of ideals. They add their own ideas on the existing philosophy, like Aristotle who disagreed with Plato. You too can do the same, and come up with something creative.
Hope this helps. Share your experience later…."
673,https://www.quora.com/What-does-without-you-I-am-nothing-mean/answer/Kamal-Raj-17,50,–,www.quora.com,What-does-without-you-I-am-nothing-mean,"Simply put,
It means, If you are not there then I cannot love myself and live happily
It is a cliche from the movies, and romantic novels. Which has helped the capitalistic society. Capitalism works because, you want somethings that others have. Instead of loving yourself the way you are. This helps to boost the sales and revenue for the capitalists.
When you love yourself, and become satisfied there is nothing for you to buy or sell. You become happy by just being in this world. Which is counter productive, and will lead to socialistic/ communistic way of living. Which is not good for everyone on the whole. So at this moment, this phrase is helping our economy grow and put food on the plates of countless families. I am glad for that."
674,https://www.quora.com/What-is-the-modern-programmed-technique-of-decision-making/answer/Kamal-Raj-17,91,–,www.quora.com,What-is-the-modern-programmed-technique-of-decision-making,"Modern programmed technique for decision making is still the age old method of finding the benefits and the costs involved in each choice. Today, the costs and benefits are easily found in the wild. In past these were based on intuition, and charisma.
When you want computer to decide, then all it does is same cost benefit analysis using the past data, and making lots of decisions. When it decides and finds the cost is more, then in future it doesnt take that particular decision. This is called artificial intelligence. Under that name lies new algorithms of statistical calculations that help in making the decisions."
675,https://www.quora.com/How-do-you-move-on-from-someone-who-doesnt-love-you-back/answer/Kamal-Raj-17,52,1,www.quora.com,How-do-you-move-on-from-someone-who-doesnt-love-you-back,"Heart is meant for loving and brain is meant for spreading the love through your conscious mind. When you think about those you love, and wish to love them deeply, then love them with both heart and mind. Attaching postive energy to the thoughts of your loved ones is simply called love. Not attaching yourself to them. Moment you attach positive energy to the thoughts about them, you love yourself more. You love them too. It is a endless loop of positive energy, that is LOVE.
Now you must have understood, whether someone loves you back or not has nothing to do with you loving them. If your energy frequency matches with them, their brain will filled with your thoughts, good memories and fantasies about you. Making your mind to resonate at the frequency of loved ones can happen, when you love yourself more and more.
In the world of advertisement and marketing, we expect the love and passion occur by acquiring physical things. Which is very counterproductive, and detrimental to our mental and physical well being. Attract the other using your mind, and heart. You may not even ask this question…"
676,https://www.quora.com/What-is-something-you-are-looking-forward-to-repeating-in-the-next-year-2021/answer/Kamal-Raj-17,83,–,www.quora.com,What-is-something-you-are-looking-forward-to-repeating-in-the-next-year-2021,"Out of so many things that I want to repeat in 2021, being compassionate and happy through 8 pillars of joy is the foremost. It is such a wonderful way of being present in the moment, and enjoying it irrespective of whether it is hardship or joy.
Ideas of meditation given by Ms. Lucy through her spotify channel has changed the way I look at the world and the way I live in it. I am greatful to her. Following that Full Catastropic Living by Kabat Zinn re-minded me to value Vipassana and mindful living.
Heart is meant for loving and brain is meant for spreading the love through your conscious mind. When you think about those you love, and wish to love them deeply, then love them with your hearts and mind. Attaching postive energy to the thoughts of your loved ones is simply love. Moment you do that, you love yourself more. It is a endless loop of positive energy, that is LOVE."
677,https://www.quora.com/I-am-not-allowed-for-a-job-What-should-I-do-Explaining-to-them-doesn-t-work-Shall-I-run-away-and-do-what-I-want-or-just-sit-and-do-nothing/answer/Kamal-Raj-17,28,1,www.quora.com,I-am-not-allowed-for-a-job-What-should-I-do-Explaining-to-them-doesn-t-work-Shall-I-run-away-and-do-what-I-want-or-just-sit-and-do-nothing,There are other ways to succeed in life. Take on online courses. If you are determined then you will find the work that you like and do it by free lancing. Check upwork.com
678,https://www.quora.com/How-do-I-add-what-I-read-in-my-personality/answer/Kamal-Raj-17,15,–,www.quora.com,How-do-I-add-what-I-read-in-my-personality,"We read so much in this connected world today, just like eating junk food and consuming alcohol. How food takes time to add to your weight so does what you read. The process is as follows.
Read
Remember
Recollects
Use in real world
Feel better
Remember
This is how your brain works to assimilate what you have read. Less you read the better. Due to our fast moving world, we push ourselves to consume more. Slowing down is our first priority in assimilating what we read."
679,https://www.quora.com/What-is-the-better-way-to-develop-my-creativity/answer/Kamal-Raj-17,33,–,www.quora.com,What-is-the-better-way-to-develop-my-creativity,"Humans are born with power to reason, was the belief of Plato. In order to find a reason for something, a conscious being has to be creative and hungry. Human survival becomes the biggest reason for many things we do, where no creativity is required.
Once your hunger is satiated, then your reasoning ability starts searching for other reasons to survive. There comes reproduction, dominance, and afterlife. The more you are removed from base reasons and move on to more aesthetic reasons, you start being creative.
In order to be creative, there has to be mind space. You create that by stopping all distractions, like books, movies, and other man made junks. Let the nature give you ideas, that you can put on paper. You might stare at blank paper for hours, and get nothing. Another day, you may not be able to stop writing.
Other way of becoming creative is going on a date with yourself to a new part of a town, and then write about the experience. You will find that, what you saw and what you describe will be sometimes extremely different.
The above two ideas comes from the book, How to think like an artist.
Then you can take a blank paper and start doodling, and learn to draw. Yes, learning to draw can be a one big creative kicker. Because, your brain finds a new way to express itself, and the mind capitulates on this new found skill. That is the reason, why you see people with lot of practice create wonderful creations.
It is a small primer on creativity… I am sure it will take you a long way."
680,https://www.quora.com/If-you-love-a-person-but-you-already-know-she-does-not-love-you-would-you-still-tell-that-person-you-love-her/answer/Kamal-Raj-17,149,1,www.quora.com,If-you-love-a-person-but-you-already-know-she-does-not-love-you-would-you-still-tell-that-person-you-love-her,"Yep, no doubt you should tell her.
Love is one thing that begets more love. By telling that you love her, she may not love you back the way you want her to. She will love you in her own way. Understand this, and then you wont stop loving.
Also, love yourself first. If you are expecting her to love you, it is more easier to achieve it if you love yourself more than you love her. In fact you love her, because you love yourself more when you love her… Think about it!!!"
681,https://www.quora.com/How-do-I-motivate-myself-to-exercise/answer/Kamal-Raj-17,71,1,www.quora.com,How-do-I-motivate-myself-to-exercise,"You are going to become what you think. To motivating yourself for exercise must start with a strong “why”. Why you want to exercise? To be healthy, make a chiseled body, impress someone or yourself… Why???
When you let that answer for “Why” come to you, and stay with you then nothing can stop you from exercising. Have a healthy and fun life."
682,https://www.quora.com/Which-book-should-I-read-for-my-brain-and-personality-development-in-order-to-become-smart/answer/Kamal-Raj-17,49,1,www.quora.com,Which-book-should-I-read-for-my-brain-and-personality-development-in-order-to-become-smart,"Start with Book of Joy, then Fearless heart follow that by Games people play at Work and Speak like a President. Later you can take hold of Biography of Warrent Buffett, Michael Bloomberg, Jeff Bezos, Google Founders, Steve Jobs and Elon Musk.
Personality is how you choose to live. It depends on what you believe about life.To increase your wit and personality, one has to read the great philosophers starting from Socrates, Aristotle, Plato, Kant, Descartes and recently Bentham."
683,https://www.quora.com/How-do-I-start-a-conversation-like-a-pro-for-a-long-talk/answer/Kamal-Raj-17,30,–,www.quora.com,How-do-I-start-a-conversation-like-a-pro-for-a-long-talk,"By asking open ended questions and then listening to the speaker. Open ended questions contain, How, Why, When, Where and What. It is that simple, and then be attentive to the speaker.
Being a active listener means, not interupting until you have a question. It is not difficult if you practice regularly. Yeah, when the other person asks a question, you keep your answer short. Once your answer is complete, then end it with a open ended question.
This is natural for kids and youngsters. As you grow up, we want to talk more and ask less (like I am doing now). Changing this habit can be very useful in long run."
684,https://www.quora.com/What-happens-if-I-run-20-minutes-a-day/answer/Kamal-Raj-17,211,1,www.quora.com,What-happens-if-I-run-20-minutes-a-day,"More than sufficient. 20 minutes daily will make you slim and trim in a long run. Also, it will not be very tiring. I started with 20 mins running only, then I moved to gym and weight lifting.
Keep up the good work."
685,https://www.quora.com/What-are-some-easy-reading-very-interesting-novels-or-books-that-you-just-cant-stop-reading/answer/Kamal-Raj-17,101,–,www.quora.com,What-are-some-easy-reading-very-interesting-novels-or-books-that-you-just-cant-stop-reading,"All Issac Asimov , Arthur Clarke , AC Doyle , Fredrick Foresyth Novels and Roald Dahl Books are very easy to read, and impossible to keep it down. Their creative plots and informative description of the scenes will keep you gripped even after you have put the books down. Many products that we use today, were described by these men, long before we were born…"
686,https://www.quora.com/How-has-computer-programming-changed-in-the-last-decade/answer/Kamal-Raj-17,28,1,www.quora.com,How-has-computer-programming-changed-in-the-last-decade,"Programming the computers has become way more easier and interesting than it was earlier. More teachers and online resources made learning the languages and algorithms behind the programming a delight.
World itself was changing more programming friendly with IOT giving sensors all around us. So more patterns can be seen and analyzed. Once pattern is found, it can be mathematically written by using computer code and reused. It became a self reinforced loop. Voice recognition, search accuracy, product marketing and seeking love/new home/job/service s were some areas that improved much faster.
Overall it is a wonderful decade to be a programming developer. Good day."
687,https://www.quora.com/What-has-gone-right-for-you-in-2020/answer/Kamal-Raj-17,52,1,www.quora.com,What-has-gone-right-for-you-in-2020,"Mindset towards happiness, calmness and rooted in present had gone right for me. Having a loving and nourishing feeling towards life and adding appreciation, brought in so many positive changes all around me and my friends. Active listening, and reinforcing confidence added to my happiness and calmness. Meditation and prayer became part of my daily routine.
Unconditional compassion and kindness, created powerful and beautiful situations that took me towards happiness and calmness. Visited Rishikesh were the transformation of my understanding on self-employment happened with help of my loving friends. Delhi to Tamilnadu, India, a 2600 km long drive, that I completed alone with my Thar. Took decision to move myself near my parents, who needed me the most. Recieved opportunity to work for one of the best teams in my organisation, and the best boss that I have met till date. I came much intimate with my friend, and even learnt the art of loving and attracting the soul mate. Every decision I made is to honor, make me beautiful and peaceful. Freedom and calmness were the vision. And a lot more, which will take atleast 10,000 words to describe.. ;)
Suffering were there, which became a stepping stone to learn my ability to change my perspective on the situation. Acceptance of the situation, being humble and learning to see humor in every turn of the events made the suffering, frustration and anxiety more easier to manage. Training in gratitude, compassion, generosity and forgiveness made life more rich to live, and engage more with everyone of those being who come in contact with me.
Yep, overall 2020 was an year that will stay in my memory lane for a long long time."
688,https://www.quora.com/Is-it-possible-for-the-internet-and-all-the-information-on-it-to-go-down-and-be-lost-forever/answer/Kamal-Raj-17,844,–,www.quora.com,Is-it-possible-for-the-internet-and-all-the-information-on-it-to-go-down-and-be-lost-forever,"Redundancy is the savior of the internet. Internet is really a set of webpages on servers located in multiple data centers around the world. In each country the data specific to that country is stored and a copy is exported to different country. In this way, failure of a data center will not affect the internet. Storage is not a weak point
The transatlantic cables have been also made redundant with satellite connection. So connection is not a weak point.
The equipment like routers and switches are configured and designed with redundancy in mind, so even the equipments are not weak point.
Only way for internet partly to come down is all three affected at same time and kept down for prolonged time. This can happen if the power to multiple data centers are stopped. Which again is made redundant by sourcing power from two different grids, from different country.
There you go, the odds of internet taken down is very low. Say one in a 10000 attempts are required. So rest easy.🙂"
689,https://www.quora.com/I-told-my-mom-that-I-hate-her-What-am-I-supposed-to-do-now/answer/Kamal-Raj-17,193,4,www.quora.com,I-told-my-mom-that-I-hate-her-What-am-I-supposed-to-do-now,"Mom is the first person who shows us to be compassionate. When you told that, you hated her, she would not hate you for that. I see, you are concerned about your action, that itself shows you are a good human being.
Approach your mom, and tell her that you are sorry for your earlier remarks. She will gladly smile and understandingly forgive you. Go ahead, all is fine."
690,https://www.quora.com/What-does-a-girl-really-want-in-a-guy/answer/Kamal-Raj-17,80,1,www.quora.com,What-does-a-girl-really-want-in-a-guy,A woman is equal to the nature. If the nature chooses you then you can live and procreate. So here are somethings that a woman looks for in a man
691,https://www.quora.com/How-risky-is-it-to-rely-only-on-a-job/answer/Kamal-Raj-17,86,1,www.quora.com,How-risky-is-it-to-rely-only-on-a-job,"The job that you are relying on can be automated at any time, so constantly upskilling yourself is important. Improving the communication, leadership and entrepreneurial skills will make you more secure irrespective of the skills that you do in the job."
692,https://www.quora.com/She-is-not-communicating-after-a-breakup-of-14-years-Does-she-still-miss-me-or-love-me/answer/Kamal-Raj-17,2,–,www.quora.com,She-is-not-communicating-after-a-breakup-of-14-years-Does-she-still-miss-me-or-love-me,"Sorry to break the news to you. She has forgotten you, so it is better that you moved on."
693,https://www.quora.com/What-do-women-want-in-relationships/answer/Kamal-Raj-17,81,1,www.quora.com,What-do-women-want-in-relationships,"Mostly emotional connection, and intimacy that is much comfortable. On top of it, she needs your inspiration and confidence. Have a fun time."
694,https://www.quora.com/What-is-your-favorite-programming-language/answer/Kamal-Raj-17,28,–,www.quora.com,What-is-your-favorite-programming-language,"Python
This is language that is much similar to english. The benefit is, it can be serial and object oriented language. Learning this language can be very simple to start with. So many have learned and improved this language for a long time.
Also, many courses in school and colleges use this language to teach the student. Major countries have accepted this program to be used in their own systems too."
695,https://www.quora.com/Why-am-I-missing-someone-I-like-Is-she-thinking-about-me/answer/Kamal-Raj-17,52,–,www.quora.com,Why-am-I-missing-someone-I-like-Is-she-thinking-about-me,"You are missing her because she showed you that you can love. The more you love, serotonin & dopamine secretes in your in brain and makes you feel good. Once your friend leaves and serotonin n dopamine is used up.
Then brain makes you to think about your friend and how she made you feel. This creates a feeling of missing them.
The option is to use the same method loving for yourself. The more you love and attract nourishing thoughts for yourself, you will be able to love your friend more when she is there with you. Loving thoughts are to be attracted regularly.
If your friend doesn't call or connect with you , that feeling of love will be there continuosly. The self reinforced loving kindness will be calming and very empowering. Your friend will be more inclined to be with you because, your vibes has totally changed…
Yep.. She will think about because you are extremely loving and kind. Be confident about that. You don't need her to call you to realize that she is thinking about you."
696,https://www.quora.com/Are-communication-skills-becoming-increasingly-important-in-the-21st-century/answer/Kamal-Raj-17,417,2,www.quora.com,Are-communication-skills-becoming-increasingly-important-in-the-21st-century,"In this century a lot of new products and services were developed. Many new ideas were brought to reality. Whether to pitch your new idea or to get support for your project, you need to communicate your thoughts.
There is a old saying, The kid that cries get the food. Always communicate. Not only thru words, even thru just actions."
697,https://www.quora.com/Why-and-when-do-you-automate/answer/Kamal-Raj-17,36,–,www.quora.com,Why-and-when-do-you-automate,Automation happens when an activity happens repeatedly. It could be simple repetitions like moving a box or very complex assembly. If there is a pattern in the real world then it can be programmed and automated.
698,https://www.quora.com/Is-27-years-and-7-months-equal-to-28-years-or-27-years/answer/Kamal-Raj-17,3,–,www.quora.com,Is-27-years-and-7-months-equal-to-28-years-or-27-years,You are 27 years old until you complete all the 12 months…
699,https://www.quora.com/How-can-we-leverage-the-power-of-the-internet-to-increase-massive-employment-for-people/answer/Kamal-Raj-17,41,–,www.quora.com,How-can-we-leverage-the-power-of-the-internet-to-increase-massive-employment-for-people,"Internet automates the job of sales person and digitises the physical location of the shop. Small businesses can leverage internet for marketing their products and services using the webpages. Also blogs can be used to share the use cases.
Social networks like FB, Linkedin can be used to bring visibility to your products and services. Even quora is a social site which is used to market our question and answer capability. Think about the times when we were young kids seeking good advice only to be stymied regularly.
Today internet has leveraged the teacher to take on the video platforms by uploading all their lessons. They have automated the teaching.
These are some ways of leveraging the internet."
700,https://www.quora.com/My-boyfriend-came-over-today-When-he-left-I-cried-because-I-missed-him-Is-this-normal/answer/Kamal-Raj-17,4,–,www.quora.com,My-boyfriend-came-over-today-When-he-left-I-cried-because-I-missed-him-Is-this-normal,Yep it is normal.
701,https://www.quora.com/How-do-I-remain-happy-in-times-of-adversity/answer/Kamal-Raj-17,3,–,www.quora.com,How-do-I-remain-happy-in-times-of-adversity,Meaning of life and compassion towards humanity.
702,https://www.quora.com/Do-common-men-not-understand-politics/answer/Kamal-Raj-17,102,–,www.quora.com,Do-common-men-not-understand-politics,"Politics is a branch of philosophy, that common men don’t learn. They learn politcs through news papers, so their knowledge is half baked. Any serious man, who wants to have a say in politcs has to be understand the logic, reasoning behing their arguments.
It takes lots of effort and study. Which the common man seldom invests, because of the distraction around him. It is affirmative that common man does not understand politics."
703,https://www.quora.com/How-can-a-small-business-be-most-successful/answers/253044293,18,–,www.quora.com,How-can-a-small-business-be-most-successful,"To make a profit, the usual timeline is 12 months to 24 months. Some new businesses take even 3 years depending on the external situations, and the market in which the business operates."
704,https://www.quora.com/How-can-you-quickly-change-your-attitude-to-the-opposite-side-from-learning-one-fact-from-that-side/answer/Kamal-Raj-17,12,–,www.quora.com,How-can-you-quickly-change-your-attitude-to-the-opposite-side-from-learning-one-fact-from-that-side,"Wider and Larger perspectives are the key for quickly changing your attitude. Book of Joy, Dalai lama explains the method to change ones perspective.
The perspective changing is most important pillar of joy, that can be cultivated using your mind alone. Because the mind is easier to change than the situation. Learning to change your mind and being free from attachment and aversion helps in changing your attitude faster."
705,https://www.quora.com/How-much-should-we-pay-for-a-small-business/answer/Kamal-Raj-17,234,–,www.quora.com,How-much-should-we-pay-for-a-small-business,"Yesterday I had opportunity to visit an excellent car wash in town. So let me take this business as example. They had customers visiting them all day. In the brief two to three hours I stayed there, there were 5 customers who visted, and all did business with them. Assuming that 10 customers visit per working day, then in a month there will be 200 customers.
Next is the revenue each customer brings. Lets assume the average revenue is 700 INR per customer, then per month revenue is 140,000 INR. Lets assume further that the fixed and variable costs per month is 100,000, so the profit per month is 40,000 INR. There is taxes and the interest payable, so the final cash flow would be different from the actual P&L. (The small business buyer will go in detail, and collect all the above information that I have assumed. He will then compare it with other better / worse performing car wash businesses.)Then you extrapolate it to the entire year, including the cycle of revenue increase and reduction, and improvement of over all business year on year
Based on the number of customer visiting, and the fixed and variable costs spent by the car wash also can be extrapolated. After you have calculated YOY revenue, the cash flow can be calculated and extrapolated. To do this, it is better to get hold of P&L, Balance sheet and Cash flow statements from the auditor of that small business.
Once you have the cash flow for each future year, you can run the NPV (net present value) calculation and add all the NPV. The NPV depends on the Cost of the capital (Interest rate) for you and the Return rate you are expecting. Most business expect 12% returns to begin with.
That is how you arrive at the cost that you can pay for the small business. There are countless books, and blogs out there explaining the same with myriad examples and more in detail. Here I have provided an outline."
706,https://www.quora.com/What-do-I-do-if-my-brother-won-t-tell-the-truth-on-a-lie-he-told-about-me-I-trusted-him-and-he-makes-me-look-like-I-m-lying-and-I-dislike-it/answer/Kamal-Raj-17,136,–,www.quora.com,What-do-I-do-if-my-brother-won-t-tell-the-truth-on-a-lie-he-told-about-me-I-trusted-him-and-he-makes-me-look-like-I-m-lying-and-I-dislike-it,"I understand the feeling you have.
Loved ones lie for two reasons. They want to safeguard themselves or they want safeguard their loved ones. If you feel that your brother is safeguarding himself, then you have to go out of the way and make him feel safe. Then he will open up steadily and share the truth. Make him feel secure in your presence.
If he is lying to safeguard you, then it means you are insecure or having strong beliefs in certain matters. He doesn’t want you to be hurt by the truth. He has to be a loving and caring guy for lying like this. So respect him either way.
It is the perspective you choose decides on how you can like your brother. Have a loving life. TC"
707,https://www.quora.com/Is-it-okay-to-hate-Muslim-people/answer/Kamal-Raj-17,11,–,www.quora.com,Is-it-okay-to-hate-Muslim-people,"It is better love everyone than hate anyone. One can hate the action, but not the actor. Actor is still human, and he/ she may not realise the harm he is creating.
Keep loving…"
708,https://www.quora.com/What-would-you-do-if-your-boyfriend-never-wanted-to-cuddle-even-though-you-always-begged-him-to/answer/Kamal-Raj-17,57,–,www.quora.com,What-would-you-do-if-your-boyfriend-never-wanted-to-cuddle-even-though-you-always-begged-him-to,"Really… You begged him and he did not cuddle??
There are ways to get him to cuddle. You can get him to cuddle with you by being very fresh and wearing soft cloths. Use enticing fragrance, that pulls him towards you. Make the ambience you live, filled with love and affection. Healthy skin, and glowing complexion is a killer for such cuddling requests.
He could be shy or uncomfortable. Talk with him, and not just insist him to do it. He might feel excited or aroused when he cuddles with you, and doesnt want to embrass you by doing something more than just cuddling. He might have some past memories surfacing, when he cuddles with you… I mean, there are hundreds of reasons, or just plain intuition.
Try it out… All is well, you will get the affection you are looking for. Relax and be confident."
709,https://www.quora.com/Can-life-be-planned-or-is-no-plan-a-better-plan/answer/Kamal-Raj-17,2,–,www.quora.com,Can-life-be-planned-or-is-no-plan-a-better-plan,"No plan is better plan, but life would be better if you have a vision"
710,https://www.quora.com/What-are-the-best-examples-for-B2B-ecommerce/answer/Kamal-Raj-17,3,–,www.quora.com,What-are-the-best-examples-for-B2B-ecommerce,Alibaba and E-bay are good examples of B2B E-commerce.
711,https://www.quora.com/I-am-19-I-have-never-had-and-never-felt-the-need-to-have-a-girlfriend-but-I-feel-lonely-Should-I-get-a-girlfriend-How-do-I-do-it/answer/Kamal-Raj-17,39,–,www.quora.com,I-am-19-I-have-never-had-and-never-felt-the-need-to-have-a-girlfriend-but-I-feel-lonely-Should-I-get-a-girlfriend-How-do-I-do-it,"Hello Lovely and friendly Guy…
Being lonely is normal for human beings, and you need friends not a girl friend. You have to look for a longer vision of your future, and use this time to think about that. You need clarity on life and its philosophy. Take courses that expand your mindset, listen to wonderful audio books, cultivate loving thoughts and nourishing ideas.
On top of all this, start meditating on your vision. You will attract all the things that you want in your life, through the ideas, thoughts, situation and people. If you believe you are loveable, you will get all the friends and love you want. If you want success and money, you will get ideas and thoughts that help you developing wealth."
712,https://www.quora.com/Why-do-companies-encourage-their-employees-to-be-entrepreneurial/answer/Kamal-Raj-17,44,–,www.quora.com,Why-do-companies-encourage-their-employees-to-be-entrepreneurial,"Companies and Organisations are made of people who come together to make a profit. Companies are nothing but a set of solutions. It is in the benefit of these companies that their employees are entrepreneurial. Let me explain.
Being entrepreneurial means, doing the ground work about the customer they are targeting and their problems. Then the solution that companies can provide is matched with the problems the customers have. More customers like the solution, they spread the word. The company flourishes, and the entrepreneur learns and develops his skill set too.
Each GM, Senior Manager and Manager in an organisation is outward focused to learn from the customer, while the engineers and solution providers focus inwards to fit together the best solutions. I had explained elsewhere, how the companies are like fishing nets, and the customers are the fishes. Only difference, these nets service/ solve the customers’ problems and troubles. Then let them pass to become customers for other companies. This is the abundance mindset. Everyone wins. The Nets and Fishes.
The companies themselves are bigger fishes, which are being served or eaten by the government policy nets. Recent governments have realized the benefits of serving the companies and letting them be there in the ocean. So the countries, their government flourishes. Everyone wins. Abundance mindset.
So there you go, Enterpreneurial employees make a huge difference for a company, country and his own life."
713,https://www.quora.com/How-can-I-advertise-a-product-without-investing/answer/Kamal-Raj-17,52,–,www.quora.com,How-can-I-advertise-a-product-without-investing,"Yes, you can.
There is digital marketing option, where you can build websites, youtube videos, and facebook posts and blogs that advertise to your connection and followers. The challenge is you need to invest time, instead of money. A bit of money in internet wouldn’t make a dent in your pocket.
If your business is so important to you, and if you value and believe in the service you are providing there is all the reason to advertise. Go ahead, take the plunge and advertise. You will be able to grow, and get more customers. Accept that growth is your priority and service is your breath.
All is well, and you are succeeding."
714,https://www.quora.com/When-does-a-guy-say-I-promise-on-my-life-to-marry-you/answer/Kamal-Raj-17,69,–,www.quora.com,When-does-a-guy-say-I-promise-on-my-life-to-marry-you,"When you have showed him through your actions and thoughts that, there is no else in your own life apart from him. When you have shown him in your vision that, he is part of you and your future. Whey you have confided him through your intimacy, that there is nothing else in the world that is more important or interesting than him.
All is well, and you are safe. This is a beautiful moment. Grab it like a small child clutches your finger, when you show love towards it.
Oh yeah, if you have not done any of that and still he says this, then he is confiding all these things to you and nothing else. It is time, you did the same. Stop listening to me, your friends, parents and listen only to your vision and you. Sometimes, it is just the belief that carries us humans forward. Keep the positive energy thoughts that are loving, nourishing to your mind and body. All will happen positively to you both.
Get married to him. Life starts!!!!"
715,https://www.quora.com/What-is-the-easiest-way-to-succeed-in-India-without-any-investment/answer/Kamal-Raj-17,79,1,www.quora.com,What-is-the-easiest-way-to-succeed-in-India-without-any-investment,"Easiest way to succeed without any “Money” investment in India, is to invest your time in the Vision that you have for your future. Then communicate that to as many people and get their support and investment."
716,https://www.quora.com/Where-should-I-begin-I-feel-lost-and-unsecured/answer/Kamal-Raj-17,4,–,www.quora.com,Where-should-I-begin-I-feel-lost-and-unsecured,Start by having a vision for the future.
717,https://www.quora.com/What-is-your-favorite-book-series/answer/Kamal-Raj-17,2,–,www.quora.com,What-is-your-favorite-book-series,Foundation series by Asimov and Rama series by AC Clarke.
718,https://www.quora.com/Do-you-feel-lazy-unmotivated-or-disengaged-when-you-walk-into-your-workspace/answer/Kamal-Raj-17,3,–,www.quora.com,Do-you-feel-lazy-unmotivated-or-disengaged-when-you-walk-into-your-workspace,Oh.. This had happened to me many times in different work environment. I used to alter my mindsets to wiggle out of it…
719,https://www.quora.com/Why-is-my-learning-capability-decreasing-with-time-Im-just-20/answer/Kamal-Raj-17,16,–,www.quora.com,Why-is-my-learning-capability-decreasing-with-time-Im-just-20,"Your learning is not decreasing, but your distractions are increasing. Kindly meditate daily and have a vision for the future"
720,https://www.quora.com/Isnt-dressing-up-sort-of-like-covering-up-your-original-self-and-portraying-a-person-that-you-arent-If-so-then-why-do-we-do-it/answer/Kamal-Raj-17,16,–,www.quora.com,Isnt-dressing-up-sort-of-like-covering-up-your-original-self-and-portraying-a-person-that-you-arent-If-so-then-why-do-we-do-it,"It is important to show your respect to those whom you are meeting. It is not covering up but showing how much you value them as your friends and acquaintance.
Dressing up daily and specifically for occasions is important."
721,https://www.quora.com/How-do-I-prevent-academic-professional-stress-from-interfering-with-daily-chores-and-vice-versa/answer/Kamal-Raj-17,3,–,www.quora.com,How-do-I-prevent-academic-professional-stress-from-interfering-with-daily-chores-and-vice-versa,Meditate and have a vision.
722,https://www.quora.com/How-can-I-transform-myself-mentally/answer/Kamal-Raj-17,15,–,www.quora.com,How-can-I-transform-myself-mentally,"Start with a vision.
Make that vision spread your waking awareness
Learn about philosophy of life and understand your world. Why it works in certain ways
Accept your current situation
Start your day with the vision in your mind
Take decision based on that vision
Even the simple thinking will be based on your vision
Action, habits and character will build on these
This is how you get transforming mental attitude"
