S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
4179,42350,Lekki,BBQ Philly Steak,4,0.395486111111111,After 9:00am,16
4180,42348,Ibadan,Beef Suya,5,0.395497685185185,After 9:00am,12
4181,42353,Surulere,Veggie Supreme,2,0.395520833333333,After 9:00am,12
4182,42347,Abuja,Chicken Bali,1,0.395520833333333,After 9:00am,8
4183,42343,Surulere,Chicken Legend,3,0.395532407407407,After 9:00am,8
4184,42348,Abuja,Margarita,1,0.395532407407407,After 9:00am,16
4185,42346,Ikoyi,Extravaganza,4,0.395532407407407,After 9:00am,8
4186,42352,Surulere,Pepperoni Suya,4,0.39556712962963,After 9:00am,12
4187,42343,Ikoyi,Italiano,2,0.395590277777778,After 9:00am,12
4188,42342,Lekki,Pepperoni Suya,2,0.395613425925926,After 9:00am,12
4189,42347,Abuja,Chicken Bali,1,0.395613425925926,After 9:00am,8
4190,42350,Surulere,Chicken Bali,5,0.395625,After 9:00am,8
4191,42343,Ibadan,Italiano,3,0.395671296296296,After 9:00am,12
4192,42350,Ikoyi,Margarita,4,0.39568287037037,After 9:00am,16
4193,42343,Ibadan,Chicken Legend,2,0.395706018518519,After 9:00am,8
4194,42344,Abuja,Pepperoni Suya,1,0.395729166666667,After 9:00am,12
4195,42348,Ibadan,Chicken Feast,3,0.395740740740741,After 9:00am,8
4196,42347,Ibadan,BBQ Chicken,1,0.395740740740741,After 9:00am,16
4197,42348,Lekki,Meatzaa,5,0.395752314814815,After 9:00am,8
4198,42341,Ikoyi,Hot Veggie,1,0.395763888888889,After 9:00am,16
4199,42347,Lekki,BBQ Philly Steak,2,0.395763888888889,After 9:00am,16
4200,42347,Abuja,Margarita,3,0.395763888888889,After 9:00am,16
4201,42348,Ibadan,Hot Veggie,1,0.395763888888889,After 9:00am,16
4202,42348,Ibadan,Extravaganza,4,0.395775462962963,After 9:00am,8
4203,42344,Lekki,Veggie Supreme,3,0.395798611111111,After 9:00am,12
4204,42341,Abuja,Hot Veggie,1,0.395810185185185,After 9:00am,16
4205,42342,Abuja,Chicken Feast,2,0.395810185185185,After 9:00am,8
4206,42349,Abuja,Veggie Supreme,4,0.395821759259259,After 9:00am,12
4207,42348,Ikoyi,Hot Veggie,2,0.395833333333333,After 9:00am,16
4208,42346,Ibadan,Chicken Legend,1,0.39587962962963,After 9:00am,8
4209,42348,Ibadan,Meatzaa,4,0.395891203703704,After 9:00am,8
4210,42346,Ikoyi,Beef Suya,5,0.395902777777778,After 9:00am,12
4211,42351,Ikoyi,Margarita,3,0.395914351851852,After 9:00am,16
4212,42346,Abuja,Hot Pepperoni Feast,5,0.3959375,After 9:00am,16
4213,42351,Lekki,Meatzaa,1,0.3959375,After 9:00am,8
4214,42353,Ibadan,Margarita,3,0.3959375,After 9:00am,16
4215,42353,Ikoyi,Pepperoni Feast,1,0.395960648148148,After 9:00am,16
4216,42350,Ikoyi,Hot Veggie,4,0.395960648148148,After 9:00am,16
4217,42350,Lekki,Chicken Bali,4,0.395972222222222,After 9:00am,8
4218,42341,Ikoyi,BBQ Chicken,5,0.395972222222222,After 9:00am,16
4219,42351,Ikoyi,Pepperoni Suya,1,0.395983796296296,After 9:00am,12
4220,42349,Lekki,Beef Suya,3,0.396006944444444,After 9:00am,12
4221,42344,Ibadan,BBQ Chicken,4,0.396006944444444,After 9:00am,16
4222,42353,Ikoyi,Extravaganza,1,0.396030092592593,After 9:00am,8
4223,42347,Lekki,Margarita,5,0.396030092592593,After 9:00am,16
4224,42353,Surulere,Hot Veggie,3,0.396076388888889,After 9:00am,16
4225,42352,Surulere,Margarita,2,0.396076388888889,After 9:00am,16
4226,42343,Lekki,Chicken Feast,2,0.396122685185185,After 9:00am,8
4227,42342,Ikoyi,Pepperoni Suya,3,0.396134259259259,After 9:00am,12
4228,42341,Lekki,Beef Suya,3,0.396145833333333,After 9:00am,12
4229,42341,Ibadan,Veggie Supreme,2,0.396157407407407,After 9:00am,12
4230,42348,Ikoyi,Chicken Bali,4,0.396168981481482,After 9:00am,8
4231,42347,Abuja,Meatzaa,3,0.39619212962963,After 9:00am,8
4232,42352,Lekki,Chicken Bali,2,0.396203703703704,After 9:00am,8
4233,42345,Surulere,Italiano,1,0.396226851851852,After 9:00am,12
4234,42349,Ibadan,Pepperoni Feast,2,0.396226851851852,After 9:00am,16
4235,42349,Lekki,Extravaganza,5,0.396226851851852,After 9:00am,8
4236,42342,Ikoyi,Beef Suya,2,0.396238425925926,After 9:00am,12
4237,42342,Abuja,Chicken Legend,2,0.396261574074074,After 9:00am,8
4238,42349,Ibadan,Margarita,5,0.396284722222222,After 9:00am,16
4239,42341,Ibadan,Hot Veggie,3,0.396284722222222,After 9:00am,16
4240,42350,Abuja,Pepperoni Suya,4,0.396296296296296,After 9:00am,12
4241,42347,Lekki,Hot Veggie,2,0.39630787037037,After 9:00am,16
4242,42348,Ikoyi,Chicken Feast,2,0.39630787037037,After 9:00am,8
4243,42353,Abuja,Pepperoni Feast,4,0.396319444444444,After 9:00am,16
4244,42341,Abuja,Hot Pepperoni Feast,3,0.396331018518519,After 9:00am,16
4245,42343,Surulere,Extravaganza,4,0.396342592592593,After 9:00am,8
4246,42346,Ikoyi,Margarita,4,0.396365740740741,After 9:00am,16
4247,42352,Surulere,Extravaganza,5,0.396388888888889,After 9:00am,8
4248,42345,Surulere,Pepperoni Suya,3,0.396388888888889,After 9:00am,12
4249,42353,Ibadan,Margarita,5,0.396400462962963,After 9:00am,16
4250,42348,Ikoyi,Veggie Supreme,4,0.396400462962963,After 9:00am,12
4251,42347,Ikoyi,Italiano,2,0.396423611111111,After 9:00am,12
4252,42349,Ibadan,Pepperoni Suya,2,0.396435185185185,After 9:00am,12
4253,42344,Ibadan,Pepperoni Suya,5,0.396435185185185,After 9:00am,12
4254,42344,Abuja,Chicken Suya,2,0.396446759259259,After 9:00am,16
4255,42352,Ibadan,Chicken Feast,4,0.396458333333333,After 9:00am,8
4256,42351,Surulere,Meatzaa,2,0.396458333333333,After 9:00am,8
4257,42353,Ikoyi,Pepperoni Suya,4,0.396481481481481,After 9:00am,12
4258,42344,Abuja,Hot Veggie,3,0.396481481481481,After 9:00am,16
4259,42342,Lekki,Chicken Legend,2,0.396493055555556,After 9:00am,8
4260,42346,Lekki,Pepperoni Feast,3,0.396493055555556,After 9:00am,16
4261,42344,Ibadan,Veggie Supreme,3,0.396493055555556,After 9:00am,12
4262,42349,Ibadan,Hot Veggie,4,0.39650462962963,After 9:00am,16
4263,42342,Ibadan,Chicken Legend,5,0.39650462962963,After 9:00am,8
4264,42344,Abuja,Chicken Legend,5,0.396527777777778,After 9:00am,8
4265,42343,Ibadan,Chicken Suya,2,0.396550925925926,After 9:00am,16
4266,42351,Lekki,Chicken Bali,4,0.3965625,After 9:00am,8
4267,42349,Abuja,Veggie Supreme,1,0.396574074074074,After 9:00am,12
4268,42344,Lekki,Italiano,5,0.396574074074074,After 9:00am,12
4269,42346,Surulere,Chicken Suya,1,0.396574074074074,After 9:00am,16
4270,42344,Ibadan,Hot Veggie,5,0.396597222222222,After 9:00am,16
4271,42342,Lekki,Chicken Suya,1,0.396608796296296,After 9:00am,16
4272,42350,Surulere,Hot Pepperoni Feast,2,0.39662037037037,After 9:00am,16
4273,42342,Ibadan,Hot Pepperoni Feast,5,0.39662037037037,After 9:00am,16
4274,42341,Surulere,BBQ Chicken,4,0.396631944444444,After 9:00am,16
4275,42352,Ikoyi,Hot Pepperoni Feast,3,0.396643518518519,After 9:00am,16
4276,42349,Ikoyi,Meatzaa,2,0.396643518518519,After 9:00am,8
4277,42347,Ikoyi,Meatzaa,2,0.396655092592593,After 9:00am,8
4278,42344,Lekki,Pepperoni Suya,3,0.396655092592593,After 9:00am,12
4279,42353,Ibadan,Hot Pepperoni Feast,1,0.396666666666667,After 9:00am,16
4280,42345,Surulere,Chicken Suya,1,0.396666666666667,After 9:00am,16
4281,42345,Ikoyi,BBQ Philly Steak,4,0.396701388888889,After 9:00am,16
4282,42347,Ikoyi,Chicken Bali,3,0.396701388888889,After 9:00am,8
4283,42344,Lekki,BBQ Chicken,4,0.396724537037037,After 9:00am,16
4284,42351,Lekki,Margarita,4,0.396724537037037,After 9:00am,16
4285,42349,Surulere,Hot Pepperoni Feast,4,0.396736111111111,After 9:00am,16
4286,42345,Lekki,Beef Suya,5,0.396759259259259,After 9:00am,12
4287,42341,Lekki,Chicken Suya,5,0.396759259259259,After 9:00am,16
4288,42345,Ibadan,Pepperoni Suya,3,0.396770833333333,After 9:00am,12
4289,42343,Abuja,Chicken Suya,1,0.396782407407407,After 9:00am,16
4290,42345,Ikoyi,Chicken Legend,3,0.396793981481481,After 9:00am,8
4291,42349,Ibadan,Pepperoni Feast,5,0.396805555555556,After 9:00am,16
4292,42346,Ikoyi,Italiano,3,0.396805555555556,After 9:00am,12
4293,42341,Ibadan,BBQ Chicken,5,0.39681712962963,After 9:00am,16
4294,42350,Abuja,Beef Suya,2,0.396840277777778,After 9:00am,12
4295,42353,Ikoyi,Veggie Supreme,5,0.396863425925926,After 9:00am,12
4296,42342,Lekki,Chicken Legend,1,0.396875,After 9:00am,8
4297,42344,Ibadan,Chicken Bali,1,0.396875,After 9:00am,8
4298,42341,Ibadan,Veggie Supreme,1,0.396875,After 9:00am,12
4299,42343,Surulere,BBQ Philly Steak,2,0.396886574074074,After 9:00am,16
4300,42344,Lekki,Veggie Supreme,2,0.396886574074074,After 9:00am,12
4301,42343,Abuja,Margarita,4,0.396921296296296,After 9:00am,16
4302,42346,Surulere,Hot Pepperoni Feast,5,0.396921296296296,After 9:00am,16
4303,42344,Lekki,Extravaganza,3,0.39693287037037,After 9:00am,8
4304,42342,Ibadan,Meatzaa,2,0.396956018518519,After 9:00am,8
4305,42350,Abuja,Hot Pepperoni Feast,3,0.396967592592593,After 9:00am,16
4306,42347,Abuja,Hot Veggie,2,0.396967592592593,After 9:00am,16
4307,42353,Ibadan,Hot Veggie,1,0.397013888888889,After 9:00am,16
4308,42352,Ibadan,Italiano,4,0.397025462962963,After 9:00am,12
4309,42342,Abuja,Pepperoni Suya,2,0.397106481481481,After 9:00am,12
4310,42345,Abuja,Beef Suya,2,0.397106481481481,After 9:00am,12
4311,42346,Ibadan,Extravaganza,1,0.397118055555556,After 9:00am,8
4312,42348,Abuja,Chicken Feast,3,0.397118055555556,After 9:00am,8
4313,42349,Abuja,Chicken Legend,4,0.397118055555556,After 9:00am,8
4314,42346,Ibadan,Margarita,5,0.39712962962963,After 9:00am,16
4315,42341,Abuja,Hot Pepperoni Feast,4,0.397141203703704,After 9:00am,16
4316,42349,Lekki,Chicken Bali,3,0.397141203703704,After 9:00am,8
4317,42351,Ibadan,Chicken Suya,5,0.397175925925926,After 9:00am,16
4318,42342,Abuja,Extravaganza,3,0.3971875,After 9:00am,8
4319,42343,Abuja,Chicken Legend,5,0.3971875,After 9:00am,8
4320,42341,Ikoyi,Chicken Feast,1,0.397210648148148,After 9:00am,8
4321,42342,Abuja,Hot Veggie,2,0.397222222222222,After 9:00am,16
4322,42342,Lekki,Beef Suya,3,0.397233796296296,After 9:00am,12
4323,42341,Ibadan,Hot Pepperoni Feast,4,0.397268518518519,After 9:00am,16
4324,42347,Ikoyi,Italiano,5,0.397280092592593,After 9:00am,12
4325,42346,Ikoyi,BBQ Philly Steak,3,0.397291666666667,After 9:00am,16
4326,42352,Abuja,Chicken Suya,2,0.397303240740741,After 9:00am,16
4327,42349,Lekki,Extravaganza,3,0.397349537037037,After 9:00am,8
4328,42346,Abuja,BBQ Philly Steak,4,0.397361111111111,After 9:00am,16
4329,42343,Surulere,Hot Pepperoni Feast,1,0.397361111111111,After 9:00am,16
4330,42342,Lekki,Pepperoni Feast,1,0.397361111111111,After 9:00am,16
4331,42351,Lekki,Chicken Feast,3,0.397372685185185,After 9:00am,8
4332,42352,Surulere,Chicken Suya,2,0.397372685185185,After 9:00am,16
4333,42348,Ikoyi,Chicken Legend,3,0.397407407407407,After 9:00am,8
4334,42346,Abuja,Margarita,2,0.397407407407407,After 9:00am,16
4335,42353,Abuja,Pepperoni Feast,2,0.397418981481481,After 9:00am,16
4336,42352,Ibadan,Chicken Feast,5,0.39744212962963,After 9:00am,8
4337,42350,Abuja,Pepperoni Feast,1,0.39744212962963,After 9:00am,16
4338,42341,Lekki,Hot Pepperoni Feast,3,0.39744212962963,After 9:00am,16
4339,42352,Abuja,Chicken Legend,4,0.397453703703704,After 9:00am,8
4340,42342,Ikoyi,Italiano,3,0.397465277777778,After 9:00am,12
4341,42349,Ibadan,Extravaganza,1,0.397476851851852,After 9:00am,8
4342,42341,Abuja,Chicken Feast,5,0.3975,After 9:00am,8
4343,42348,Surulere,Meatzaa,2,0.3975,After 9:00am,8
4344,42349,Ikoyi,Chicken Suya,2,0.397511574074074,After 9:00am,16
4345,42349,Ibadan,Italiano,5,0.397523148148148,After 9:00am,12
4346,42344,Ibadan,Chicken Bali,1,0.397523148148148,After 9:00am,8
4347,42353,Ikoyi,Veggie Supreme,2,0.397523148148148,After 9:00am,12
4348,42346,Lekki,Chicken Bali,4,0.397546296296296,After 9:00am,8
4349,42342,Ikoyi,Extravaganza,2,0.397546296296296,After 9:00am,8
4350,42351,Ikoyi,BBQ Chicken,3,0.397546296296296,After 9:00am,16
4351,42343,Lekki,BBQ Philly Steak,4,0.39755787037037,After 9:00am,16
4352,42352,Ikoyi,Beef Suya,1,0.39755787037037,After 9:00am,12
4353,42342,Abuja,Meatzaa,3,0.39755787037037,After 9:00am,8
4354,42349,Ikoyi,Veggie Supreme,1,0.397569444444444,After 9:00am,12
4355,42345,Ikoyi,Italiano,4,0.397604166666667,After 9:00am,12
4356,42342,Surulere,Chicken Suya,3,0.397604166666667,After 9:00am,16
4357,42350,Abuja,Pepperoni Suya,3,0.397615740740741,After 9:00am,12
4358,42342,Ikoyi,Veggie Supreme,2,0.397627314814815,After 9:00am,12
4359,42347,Ibadan,Margarita,1,0.397638888888889,After 9:00am,16
4360,42342,Abuja,Hot Pepperoni Feast,2,0.397650462962963,After 9:00am,16
4361,42353,Ikoyi,Margarita,2,0.397650462962963,After 9:00am,16
4362,42346,Ibadan,Pepperoni Feast,5,0.397650462962963,After 9:00am,16
4363,42341,Ikoyi,Pepperoni Suya,3,0.397650462962963,After 9:00am,12
4364,42342,Lekki,BBQ Chicken,1,0.397662037037037,After 9:00am,16
4365,42347,Lekki,Beef Suya,4,0.397696759259259,After 9:00am,12
4366,42346,Ibadan,BBQ Philly Steak,2,0.397708333333333,After 9:00am,16
4367,42350,Lekki,Italiano,4,0.397743055555556,After 9:00am,12
4368,42342,Ikoyi,Meatzaa,3,0.397766203703704,After 9:00am,8
4369,42344,Ibadan,BBQ Philly Steak,1,0.397789351851852,After 9:00am,16
4370,42351,Ibadan,Hot Veggie,4,0.397789351851852,After 9:00am,16
4371,42348,Ibadan,Chicken Bali,4,0.3978125,After 9:00am,8
4372,42345,Abuja,Veggie Supreme,1,0.3978125,After 9:00am,12
4373,42343,Ibadan,Veggie Supreme,4,0.397824074074074,After 9:00am,12
4374,42348,Abuja,Veggie Supreme,1,0.397858796296296,After 9:00am,12
4375,42351,Abuja,Pepperoni Feast,4,0.39787037037037,After 9:00am,16
4376,42341,Ibadan,Pepperoni Feast,5,0.397881944444444,After 9:00am,16
4377,42350,Abuja,Chicken Bali,3,0.397881944444444,After 9:00am,8
4378,42349,Ikoyi,BBQ Chicken,1,0.397881944444444,After 9:00am,16
4379,42343,Abuja,Margarita,1,0.397893518518519,After 9:00am,16
4380,42346,Lekki,Veggie Supreme,1,0.397905092592593,After 9:00am,12
4381,42351,Lekki,Veggie Supreme,2,0.397905092592593,After 9:00am,12
4382,42346,Ikoyi,Hot Pepperoni Feast,3,0.397905092592593,After 9:00am,16
4383,42353,Surulere,BBQ Philly Steak,4,0.397905092592593,After 9:00am,16
4384,42349,Surulere,Beef Suya,3,0.397951388888889,After 9:00am,12
4385,42342,Ikoyi,Chicken Suya,2,0.397962962962963,After 9:00am,16
4386,42353,Ibadan,Veggie Supreme,3,0.397986111111111,After 9:00am,12
4387,42347,Ikoyi,Veggie Supreme,1,0.397986111111111,After 9:00am,12
4388,42341,Ibadan,Chicken Legend,3,0.397986111111111,After 9:00am,8
4389,42350,Ibadan,Pepperoni Feast,2,0.397997685185185,After 9:00am,16
4390,42346,Ikoyi,BBQ Philly Steak,2,0.397997685185185,After 9:00am,16
4391,42351,Ikoyi,Hot Pepperoni Feast,3,0.398020833333333,After 9:00am,16
4392,42343,Ibadan,Beef Suya,1,0.398032407407407,After 9:00am,12
4393,42342,Lekki,Hot Pepperoni Feast,5,0.398043981481481,After 9:00am,16
4394,42345,Ibadan,BBQ Philly Steak,1,0.398043981481481,After 9:00am,16
4395,42342,Ikoyi,Hot Veggie,1,0.39806712962963,After 9:00am,16
4396,42344,Ikoyi,Margarita,5,0.39806712962963,After 9:00am,16
4397,42348,Surulere,Meatzaa,3,0.39806712962963,After 9:00am,8
4398,42342,Ibadan,Beef Suya,3,0.39806712962963,After 9:00am,12
4399,42350,Abuja,Chicken Feast,4,0.39806712962963,After 9:00am,8
4400,42351,Surulere,Pepperoni Suya,4,0.398078703703704,After 9:00am,12
4401,42342,Abuja,Pepperoni Suya,5,0.398090277777778,After 9:00am,12
4402,42347,Ibadan,Chicken Bali,1,0.398090277777778,After 9:00am,8
4403,42351,Lekki,Meatzaa,1,0.398113425925926,After 9:00am,8
4404,42348,Ikoyi,Italiano,1,0.398136574074074,After 9:00am,12
4405,42351,Ikoyi,Chicken Legend,5,0.398136574074074,After 9:00am,8
4406,42342,Ikoyi,Veggie Supreme,4,0.398148148148148,After 9:00am,12
4407,42344,Abuja,Meatzaa,3,0.398171296296296,After 9:00am,8
4408,42345,Surulere,Meatzaa,3,0.398171296296296,After 9:00am,8
4409,42341,Lekki,Hot Veggie,2,0.39818287037037,After 9:00am,16
4410,42353,Surulere,Margarita,3,0.398194444444444,After 9:00am,16
4411,42351,Ibadan,Pepperoni Feast,3,0.398206018518519,After 9:00am,16
4412,42353,Abuja,Hot Veggie,5,0.398229166666667,After 9:00am,16
4413,42350,Abuja,Hot Veggie,4,0.398229166666667,After 9:00am,16
4414,42343,Surulere,BBQ Philly Steak,3,0.398240740740741,After 9:00am,16
4415,42349,Ikoyi,Italiano,1,0.398252314814815,After 9:00am,12
4416,42349,Surulere,BBQ Chicken,4,0.398263888888889,After 9:00am,16
4417,42347,Abuja,Veggie Supreme,2,0.398263888888889,After 9:00am,12
4418,42344,Ibadan,Extravaganza,1,0.398263888888889,After 9:00am,8
4419,42343,Lekki,Meatzaa,3,0.398287037037037,After 9:00am,8
4420,42346,Ibadan,Italiano,1,0.398287037037037,After 9:00am,12
4421,42341,Abuja,Chicken Legend,1,0.398287037037037,After 9:00am,8
4422,42341,Lekki,Margarita,1,0.398310185185185,After 9:00am,16
4423,42351,Abuja,Pepperoni Feast,1,0.398310185185185,After 9:00am,16
4424,42350,Abuja,Hot Veggie,3,0.398321759259259,After 9:00am,16
4425,42342,Ikoyi,Chicken Bali,1,0.398321759259259,After 9:00am,8
4426,42349,Lekki,Chicken Suya,2,0.398333333333333,After 9:00am,16
4427,42349,Surulere,Extravaganza,5,0.398333333333333,After 9:00am,8
4428,42349,Ikoyi,Hot Veggie,5,0.398333333333333,After 9:00am,16
4429,42341,Ibadan,Italiano,3,0.398344907407407,After 9:00am,12
4430,42346,Lekki,Italiano,1,0.398344907407407,After 9:00am,12
4431,42341,Ibadan,Italiano,2,0.398356481481482,After 9:00am,12
4432,42352,Ibadan,Beef Suya,1,0.39837962962963,After 9:00am,12
4433,42345,Surulere,Extravaganza,5,0.398391203703704,After 9:00am,8
4434,42353,Ikoyi,Pepperoni Suya,1,0.398414351851852,After 9:00am,12
4435,42348,Abuja,Chicken Suya,5,0.398425925925926,After 9:00am,16
4436,42352,Surulere,BBQ Chicken,4,0.3984375,After 9:00am,16
4437,42341,Ikoyi,BBQ Chicken,1,0.398460648148148,After 9:00am,16
4438,42343,Abuja,Pepperoni Feast,5,0.398472222222222,After 9:00am,16
4439,42352,Ibadan,Hot Veggie,5,0.398483796296296,After 9:00am,16
4440,42347,Lekki,Chicken Bali,1,0.39849537037037,After 9:00am,8
4441,42349,Ikoyi,Chicken Feast,5,0.39849537037037,After 9:00am,8
4442,42348,Ikoyi,Extravaganza,5,0.398506944444444,After 9:00am,8
4443,42341,Surulere,Italiano,4,0.398506944444444,After 9:00am,12
4444,42343,Ibadan,Pepperoni Suya,5,0.398518518518518,After 9:00am,12
4445,42344,Lekki,Hot Veggie,1,0.398530092592593,After 9:00am,16
4446,42347,Abuja,Extravaganza,1,0.398564814814815,After 9:00am,8
4447,42350,Ikoyi,Chicken Legend,4,0.398576388888889,After 9:00am,8
4448,42346,Abuja,Meatzaa,2,0.398576388888889,After 9:00am,8
4449,42342,Abuja,Chicken Suya,3,0.398599537037037,After 9:00am,16
4450,42350,Abuja,Chicken Legend,2,0.398599537037037,After 9:00am,8
4451,42349,Ikoyi,Beef Suya,5,0.398611111111111,After 9:00am,12
4452,42343,Abuja,Chicken Feast,1,0.398645833333333,After 9:00am,8
4453,42344,Ibadan,Chicken Suya,2,0.398657407407407,After 9:00am,16
4454,42347,Surulere,Veggie Supreme,3,0.398657407407407,After 9:00am,12
4455,42348,Abuja,Chicken Feast,3,0.398680555555556,After 9:00am,8
4456,42352,Abuja,Chicken Feast,1,0.398715277777778,After 9:00am,8
4457,42348,Ikoyi,Chicken Legend,3,0.398726851851852,After 9:00am,8
4458,42352,Lekki,Veggie Supreme,2,0.398726851851852,After 9:00am,12
4459,42341,Ikoyi,Pepperoni Suya,4,0.398738425925926,After 9:00am,12
4460,42352,Ibadan,Extravaganza,1,0.398761574074074,After 9:00am,8
4461,42348,Lekki,Extravaganza,2,0.398761574074074,After 9:00am,8
4462,42346,Abuja,Chicken Feast,1,0.398761574074074,After 9:00am,8
4463,42353,Surulere,Chicken Feast,2,0.398773148148148,After 9:00am,8
4464,42350,Ibadan,Chicken Suya,2,0.398819444444444,After 9:00am,16
4465,42343,Ikoyi,Chicken Bali,3,0.398819444444444,After 9:00am,8
4466,42351,Ibadan,BBQ Philly Steak,5,0.398819444444444,After 9:00am,16
4467,42349,Surulere,Italiano,5,0.398842592592593,After 9:00am,12
4468,42341,Surulere,Hot Veggie,3,0.398842592592593,After 9:00am,16
4469,42341,Surulere,Chicken Feast,3,0.398842592592593,After 9:00am,8
4470,42350,Lekki,Meatzaa,1,0.398842592592593,After 9:00am,8
4471,42344,Abuja,Extravaganza,5,0.398912037037037,After 9:00am,8
4472,42342,Surulere,Hot Pepperoni Feast,5,0.398923611111111,After 9:00am,16
4473,42347,Lekki,Pepperoni Suya,5,0.398935185185185,After 9:00am,12
4474,42342,Ibadan,Chicken Bali,4,0.398946759259259,After 9:00am,8
4475,42351,Surulere,Extravaganza,2,0.398958333333333,After 9:00am,8
4476,42346,Ibadan,Chicken Feast,4,0.398981481481481,After 9:00am,8
4477,42345,Ibadan,Italiano,4,0.398981481481481,After 9:00am,12
4478,42352,Abuja,Veggie Supreme,3,0.398993055555556,After 9:00am,12
4479,42342,Lekki,Beef Suya,5,0.39900462962963,After 9:00am,12
4480,42352,Surulere,Beef Suya,3,0.399016203703704,After 9:00am,12
4481,42353,Surulere,Hot Veggie,1,0.399016203703704,After 9:00am,16
4482,42342,Lekki,Chicken Bali,2,0.399027777777778,After 9:00am,8
4483,42343,Ibadan,Extravaganza,5,0.399039351851852,After 9:00am,8
4484,42351,Lekki,Chicken Bali,4,0.3990625,After 9:00am,8
4485,42342,Ibadan,Extravaganza,4,0.3990625,After 9:00am,8
4486,42351,Abuja,Hot Veggie,3,0.399085648148148,After 9:00am,16
4487,42347,Ibadan,Extravaganza,3,0.399085648148148,After 9:00am,8
4488,42345,Abuja,BBQ Philly Steak,4,0.399097222222222,After 9:00am,16
4489,42348,Lekki,Italiano,1,0.399108796296296,After 9:00am,12
4490,42351,Lekki,Italiano,5,0.399108796296296,After 9:00am,12
4491,42352,Lekki,Beef Suya,4,0.39912037037037,After 9:00am,12
4492,42348,Surulere,Beef Suya,3,0.39912037037037,After 9:00am,12
4493,42351,Lekki,Chicken Suya,3,0.39912037037037,After 9:00am,16
4494,42344,Lekki,Margarita,1,0.399131944444444,After 9:00am,16
4495,42349,Abuja,Chicken Feast,5,0.399143518518519,After 9:00am,8
4496,42350,Ibadan,Chicken Suya,4,0.399155092592593,After 9:00am,16
4497,42349,Abuja,Meatzaa,5,0.399166666666667,After 9:00am,8
4498,42343,Ikoyi,Chicken Bali,1,0.399189814814815,After 9:00am,8
4499,42344,Surulere,Chicken Suya,4,0.399201388888889,After 9:00am,16
4500,42347,Abuja,Veggie Supreme,1,0.399201388888889,After 9:00am,12
4501,42352,Ikoyi,Margarita,5,0.399224537037037,After 9:00am,16
4502,42341,Surulere,Beef Suya,2,0.399224537037037,After 9:00am,12
4503,42348,Lekki,Hot Veggie,1,0.399224537037037,After 9:00am,16
4504,42346,Abuja,Hot Pepperoni Feast,3,0.399236111111111,After 9:00am,16
4505,42348,Surulere,Beef Suya,3,0.399247685185185,After 9:00am,12
4506,42342,Surulere,BBQ Chicken,2,0.399259259259259,After 9:00am,16
4507,42345,Lekki,Margarita,1,0.399259259259259,After 9:00am,16
4508,42344,Surulere,Veggie Supreme,5,0.399282407407407,After 9:00am,12
4509,42341,Ikoyi,Extravaganza,5,0.399293981481481,After 9:00am,8
4510,42344,Ikoyi,Pepperoni Suya,3,0.399305555555556,After 9:00am,12
4511,42349,Lekki,Hot Pepperoni Feast,4,0.399328703703704,After 9:00am,16
4512,42346,Ikoyi,Italiano,3,0.399351851851852,After 9:00am,12
4513,42346,Lekki,Chicken Bali,2,0.399363425925926,After 9:00am,8
4514,42343,Lekki,Chicken Suya,1,0.399398148148148,After 9:00am,16
4515,42341,Ibadan,Hot Veggie,3,0.39943287037037,After 9:00am,16
4516,42342,Ikoyi,BBQ Philly Steak,2,0.399444444444444,After 9:00am,16
4517,42343,Lekki,Extravaganza,1,0.399467592592593,After 9:00am,8
4518,42348,Ikoyi,BBQ Philly Steak,3,0.399467592592593,After 9:00am,16
4519,42352,Ibadan,Hot Veggie,1,0.399467592592593,After 9:00am,16
4520,42344,Ikoyi,Veggie Supreme,1,0.399513888888889,After 9:00am,12
4521,42349,Lekki,Chicken Bali,4,0.399513888888889,After 9:00am,8
4522,42344,Lekki,Pepperoni Suya,2,0.399537037037037,After 9:00am,12
4523,42349,Lekki,Beef Suya,4,0.399537037037037,After 9:00am,12
4524,42345,Ikoyi,Veggie Supreme,5,0.399537037037037,After 9:00am,12
4525,42341,Surulere,Chicken Bali,1,0.399537037037037,After 9:00am,8
4526,42344,Abuja,Italiano,5,0.399537037037037,After 9:00am,12
4527,42353,Ikoyi,Chicken Feast,3,0.399571759259259,After 9:00am,8
4528,42345,Abuja,Hot Veggie,4,0.399571759259259,After 9:00am,16
4529,42351,Surulere,BBQ Philly Steak,4,0.399594907407407,After 9:00am,16
4530,42348,Abuja,Italiano,2,0.399606481481481,After 9:00am,12
4531,42350,Ibadan,Chicken Bali,5,0.399606481481481,After 9:00am,8
4532,42346,Ibadan,Chicken Legend,1,0.399618055555556,After 9:00am,8
4533,42342,Abuja,Meatzaa,3,0.39962962962963,After 9:00am,8
4534,42346,Ikoyi,Meatzaa,1,0.399641203703704,After 9:00am,8
4535,42348,Ibadan,Beef Suya,5,0.399641203703704,After 9:00am,12
4536,42352,Ibadan,Meatzaa,5,0.399652777777778,After 9:00am,8
4537,42346,Ibadan,Chicken Feast,5,0.399652777777778,After 9:00am,8
4538,42342,Ibadan,Hot Pepperoni Feast,5,0.399664351851852,After 9:00am,16
